resref,status,areas,occurrences,frames,max_frame_size_x1,format,selected_run,qa_decision,qa_date,correction_id,notes
AM2805C,validé-x4,AR2804,1,7,224x182,BAM V1,animations/ressources/AM2805C/runs/am2805c-ar2804-fused-carrier-selection-20260908,animations/index/qa-decisions/AM2805C/2026-09-08-accepted-am2805c-ar2804-fused-carrier-selection-20260908.json,2026-09-08,ar2804-am2805bc-fused-carrier-am28add-v1,Validé ingame le 2026-09-08 dans AR2804 ; AM2805C est absorbé par le porteur runtime AM28ADD. Réserve non bloquante : amélioration facultative de la jointure horizontale. Installation conservée ; aucune intégration release.
AM3000A,validé-x4,AR3000,1,16,248x221,BAM V1,animations/batches/ar3000-am3000a-innerfade36-straightrgb-20260918,animations/index/qa-decisions/AM3000A/2026-09-18-accepted-am3000a-ar3000-fade36-straightrgb.json,2026-09-18,alpha-strict-innerfade36-straightrgb-dilate,"QA ingame AR3000 validée par l'utilisateur le 2026-09-18. SeedVR2 7B/LAB x4, Apollo-8 30 fps (cycles 1/2 interpolés, 0/3 statiques), fade alpha strict 36 px x4, RGB droit dilaté sous alpha nul. Ancien prototype frame 000 abandonné."
AM3000E,non-traité,AR3000,5,24,39x68,BAM V1,,,,,"Hors pipeline : 5 occurrences AR3000 (DoorMist01-05) en palette externe PLT_MAGE, refusées par run_animation_upscale.py (external-palette-PLT_MAGE) ; le chemin x4 ne reçoit pas la palette réalisée. Reste vanilla ; à rouvrir si le moteur consomme la palette externe."
AM3000H,validé-x4,AR3000,1,15,114x119,BAM V1,animations/ressources/AM3000H/runs/ar3000-am3000h-spline-fit1-innerfade36-20260918,animations/index/qa-decisions/AM3000H/2026-09-18-accepted-am3000h-ar3000-spline-fit1-feather4-innerfade36.json,2026-09-18,spline-fit1-innerfeather4-innerfade36,"QA ingame AR3000 validée par l'utilisateur le 2026-09-18. SeedVR2 7B/LAB x4, Apollo-8 30 fps, Spline Fit 1 multi-contour + feather 4 px x4 puis fade de contour intérieur 36 px x4 (intégration à la map). Repli SeedVR 3B non nécessaire."
AM3001D,validé-x4,AR3001,1,15,129x86,BAM V1,animations/batches/ar3001-altar-three-apo8-x4-30fps-spline-fit1-feather4-20260911,animations/index/qa-decisions/AM3001D/2026-09-11-accepted-ar3001-altar-three-apo8-x4-30fps-spline-fit1-feather4-20260911.json,2026-09-11,,
AM3001F,validé-x4,AR3001,5,6,40x40,BAM V1,animations/batches/ar3001-altar-three-apo8-x4-30fps-spline-fit1-feather4-20260911,animations/index/qa-decisions/AM3001F/2026-09-11-accepted-ar3001-altar-three-apo8-x4-30fps-spline-fit1-feather4-20260911.json,2026-09-11,,
AM3001G,validé-x4,AR3001,1,12,78x105,BAM V1,animations/batches/ar3001-altar-three-apo8-x4-30fps-spline-fit1-feather4-20260911,animations/index/qa-decisions/AM3001G/2026-09-19-accepted-ar3001-altar-three-apo8-x4-30fps-spline-fit1-feather4-20260911.json,2026-09-19,,"x4 SeedVR 7B LAB → TimedTimeline 30 fps Apollo-8 → Spline Fit 1 Multi-Contour / feather 4 ; ARE Blended, RGB prémultiplié : run ar3001-altar-three-apo8-x4-30fps-spline-fit1-feather4-20260911. Pack AR3001 installé pour QA ingame le 2026-09-11 ; portail non validé, aucune décision QA ni release."
AM3011A,validé-x4,AR3011,1,8,111x112,BAM V1,animations/batches/ar3011-qa-finalization-x4-20260911,animations/index/qa-decisions/AM3011A/2026-09-11-accepted-ar3011-qa-finalization-x4-20260911.json,2026-09-11,canvas-feather256-top-left-right-bottom64x4,Validé ingame avec la feuille AR3011 finale.
AM3011B,validé-x4,AR3011,1,8,30x60,BAM V1,animations/batches/ar3011-qa-finalization-x4-20260911,animations/index/qa-decisions/AM3011B/2026-09-11-accepted-ar3011-qa-finalization-x4-20260911.json,2026-09-11,contour-aura-rgb-dilate-v2,Validé ingame avec la feuille AR3011 finale.
AM3016A,à-valider,AR3016,2,10,32x111,BAM V1,,,,,Éclair bleu x4 produit et installé dans le pack ar3016-complete-seedvr-flame-anchor-repair-v5-20260916. Non observé : activation dépendante d'une quête inconnue. QA ingame différée.
AM3016B,à-valider,AR3016,1,10,180x48,BAM V1,,,,,Éclair bleu x4 produit et installé dans le pack ar3016-complete-seedvr-flame-anchor-repair-v5-20260916. Non observé : activation dépendante d'une quête inconnue. QA ingame différée.
AM3016D,validé-x4,AR3016,3,64,32x67,BAM V1,animations/batches/ar3016-qa-finalization-x4-20260916,animations/index/qa-decisions/AM3016D/2026-09-16-accepted-ar3016-x4.json,2026-09-16,,
AM3016E,validé-x4,AR3016,1,12,178x129,BAM V1,animations/batches/ar3016-qa-finalization-x4-20260916,animations/index/qa-decisions/AM3016E/2026-09-16-accepted-ar3016-x4.json,2026-09-16,,
AM3016G,validé-x4,AR3016,1,12,184x129,BAM V1,animations/batches/ar3016-qa-finalization-x4-20260916,animations/index/qa-decisions/AM3016G/2026-09-16-accepted-ar3016-x4.json,2026-09-16,,
AM3016I,validé-x4,AR3016,1,24,40x109,BAM V1,animations/batches/ar3016-qa-finalization-x4-20260916,animations/index/qa-decisions/AM3016I/2026-09-16-accepted-ar3016-x4.json,2026-09-16,,
AM3016J,validé-x4,AR3016,1,24,40x109,BAM V1,animations/batches/ar3016-qa-finalization-x4-20260916,animations/index/qa-decisions/AM3016J/2026-09-16-accepted-ar3016-x4.json,2026-09-16,,
AM3016K,validé-x4,AR3016,1,24,40x109,BAM V1,animations/batches/ar3016-qa-finalization-x4-20260916,animations/index/qa-decisions/AM3016K/2026-09-16-accepted-ar3016-x4.json,2026-09-16,,
AM3016L,validé-x4,AR3016,1,24,40x109,BAM V1,animations/batches/ar3016-qa-finalization-x4-20260916,animations/index/qa-decisions/AM3016L/2026-09-16-accepted-ar3016-x4.json,2026-09-16,,
AM3016N,validé-x4,AR3016,3,15,77x143,BAM V1,animations/batches/ar3016-qa-finalization-x4-20260916,animations/index/qa-decisions/AM3016N/2026-09-16-accepted-ar3016-x4.json,2026-09-16,,
AM3016P,validé-x4,AR3016,1,3,80x69,BAM V1,animations/batches/ar3016-qa-finalization-x4-20260916,animations/index/qa-decisions/AM3016P/2026-09-16-accepted-ar3016-x4.json,2026-09-16,,
AM3016Q,validé-x4,AR3016,1,3,82x60,BAM V1,animations/batches/ar3016-qa-finalization-x4-20260916,animations/index/qa-decisions/AM3016Q/2026-09-16-accepted-ar3016-x4.json,2026-09-16,,
AM3016R,validé-x4,AR3016,1,3,81x64,BAM V1,animations/batches/ar3016-qa-finalization-x4-20260916,animations/index/qa-decisions/AM3016R/2026-09-16-accepted-ar3016-x4.json,2026-09-16,,
AM3016T,à-valider,AR3016,1,3,153x107,BAM V1,,,,,Grand ventilateur x4 produit et installé dans le pack ar3016-complete-seedvr-flame-anchor-repair-v5-20260916. Non observé en haut de la map : activation dépendante d'une quête inconnue. QA ingame différée.
AM3017A,validé-x4,AR3017,1,8,133x175,BAM V1,animations/batches/ar3017-decor-a-d-innerfade36-straightrgb-20260917,animations/index/qa-decisions/AM3017A/2026-09-17-accepted-am3017a-ar3017-fade36-straightrgb.json,2026-09-17,alpha-strict-innerfade36-straightrgb-dilate,QA complète AR3017 confirmée avec le pack v6 ; payload inchangé depuis la décision immuable v5 ; aucune intégration release.
AM3017B,validé-x4,AR3017,1,8,120x172,BAM V1,animations/batches/ar3017-decor-a-d-innerfade36-straightrgb-20260917,animations/index/qa-decisions/AM3017B/2026-09-17-accepted-am3017b-ar3017-fade36-straightrgb.json,2026-09-17,alpha-strict-innerfade36-straightrgb-dilate,QA complète AR3017 confirmée avec le pack v6 ; payload inchangé depuis la décision immuable v5 ; aucune intégration release.
AM3017C,validé-x4,AR3017,1,8,167x174,BAM V1,animations/batches/ar3017-decor-a-d-innerfade36-straightrgb-20260917,animations/index/qa-decisions/AM3017C/2026-09-17-accepted-am3017c-ar3017-fade36-straightrgb.json,2026-09-17,alpha-strict-innerfade36-straightrgb-dilate,QA complète AR3017 confirmée avec le pack v6 ; payload inchangé depuis la décision immuable v5 ; aucune intégration release.
AM3017D,validé-x4,AR3017,1,8,135x234,BAM V1,animations/batches/ar3017-decor-a-d-innerfade36-straightrgb-20260917,animations/index/qa-decisions/AM3017D/2026-09-17-accepted-am3017d-ar3017-fade36-straightrgb.json,2026-09-17,alpha-strict-innerfade36-straightrgb-dilate,QA complète AR3017 confirmée avec le pack v6 ; payload inchangé depuis la décision immuable v5 ; aucune intégration release.
AM3017E,validé-x4,AR3017,1,8,55x37,BAM V1,animations/batches/ar3017-decor-e-h-innerfade4-straightrgb-20260917,animations/index/qa-decisions/AM3017E/2026-09-17-accepted-am3017e-ar3017-innerfade4-straightrgb.json,2026-09-17,alpha-strict-innerfade4-straightrgb-dilate,AR3017 pack v6 installé transactionnellement et validé ingame ; aucune intégration release.
AM3017F,validé-x4,AR3017,1,8,72x53,BAM V1,animations/ressources/AM3017F/runs/ar3017-f-manual-wheel-mask-20260917,animations/index/qa-decisions/AM3017F/2026-09-17-accepted-am3017f-ar3017-manual-wheel-mask.json,2026-09-17,manual-grayscale-wheel-mask-on-innerfade4,AR3017 pack v6 : masque manuel noir/blanc/gris appliqué aux 16 phases ; RGB inchangé ; installé et validé ingame ; aucune intégration release.
AM3017G,validé-x4,AR3017,1,8,50x50,BAM V1,animations/batches/ar3017-decor-e-h-innerfade4-straightrgb-20260917,animations/index/qa-decisions/AM3017G/2026-09-17-accepted-am3017g-ar3017-innerfade4-straightrgb.json,2026-09-17,alpha-strict-innerfade4-straightrgb-dilate,AR3017 pack v6 installé transactionnellement et validé ingame ; aucune intégration release.
AM3017H,validé-x4,AR3017,1,8,58x40,BAM V1,animations/batches/ar3017-decor-e-h-innerfade4-straightrgb-20260917,animations/index/qa-decisions/AM3017H/2026-09-17-accepted-am3017h-ar3017-innerfade4-straightrgb.json,2026-09-17,alpha-strict-innerfade4-straightrgb-dilate,AR3017 pack v6 installé transactionnellement et validé ingame ; aucune intégration release.
AM3017Z,validé-x4,AR3017,1,10,164x102,BAM V1,animations/ressources/AM3017Z/runs/ar3017-z-spline-fit1-feather4-20260917,animations/index/qa-decisions/AM3017Z/2026-09-17-accepted-am3017z-ar3017-spline-fit1-feather4.json,2026-09-17,spline-fit1-innerfeather4,AR3017 pack v6 installé transactionnellement et validé ingame ; aucune intégration release.
AM3019A,non-traité,AR3019,1,36,229x205,BAM V1,,,,,
AM3020D,non-traité,AR3020,1,9,118x246,BAM V1,,,,,
AM3021D,validé-x4,AR3021,1,10,90x51,BAM V1,animations/batches/ar3021-illithids-apo8-x4-30fps-v2-spline-fit1-feather4-20260911,animations/index/qa-decisions/AM3021D/2026-09-11-accepted-ar3021-illithids-apo8-x4-30fps-v2-spline-fit1-feather4-20260911.json,2026-09-11,,
AM3021E,validé-x4,AR3021,1,10,84x58,BAM V1,animations/batches/ar3021-illithids-apo8-x4-30fps-v2-spline-fit1-feather4-20260911,animations/index/qa-decisions/AM3021E/2026-09-11-accepted-ar3021-illithids-apo8-x4-30fps-v2-spline-fit1-feather4-20260911.json,2026-09-11,,
AM3021F,validé-x4,AR3021,1,10,82x54,BAM V1,animations/batches/ar3021-illithids-apo8-x4-30fps-v2-spline-fit1-feather4-20260911,animations/index/qa-decisions/AM3021F/2026-09-11-accepted-ar3021-illithids-apo8-x4-30fps-v2-spline-fit1-feather4-20260911.json,2026-09-11,,
AM3022D,non-traité,AR3022,1,10,55x35,BAM V1,,,,,
AM307RED,à-valider,AR0307;AR0329,2,7,56x56,BAM V1,,,,,"Traité : collapse des maintiens puis TimedTimeline 30 fps Apollo-8, sans fade ; run animations/batches/ar0307-ar0329-am0307bh-am307red-apo8-x4-30fps-collapse-holds-20260916. Installé le 2026-09-17 ; QA non validée, révision ultérieure requise."
AM307TT1,validé-x4,AR0307;AR0329,2,4,78x81,BAM V1,,,,ar0307-ar0329-six-bam-apo8-x4-30fps-v2-20260831,"Roue ; x4 SeedVR2 7B/LAB (run ar0307-ar0329-six-bam-seedvr7b-lab-x4-20260831), puis V2 TimedTimeline 30 FPS apo-8 (run ar0307-ar0329-six-bam-apo8-x4-30fps-v2-20260831 ; 4 frames natives -> 8 frames, 8 phases) ; livré par pack de zone combined-20260831-ar0307-ar0329-six-bam-30fps-v2 ; QA ingame utilisateur validée le 2026-08-31."
AM307UR1,validé-x4,AR0307;AR0329,2,4,91x69,BAM V1,,,,ar0307-ar0329-six-bam-apo8-x4-30fps-v2-20260831,"Coffre ; x4 SeedVR2 7B/LAB, neutralisation RGB sous alpha nul, puis V2 TimedTimeline 30 FPS apo-8 (run ar0307-ar0329-six-bam-apo8-x4-30fps-v2-20260831 ; 4 frames natives -> 8 frames, 8 phases ; neutralisation réappliquée après interpolation) ; livré par pack de zone combined-20260831-ar0307-ar0329-six-bam-30fps-v2 ; QA ingame utilisateur validée le 2026-08-31."
AM307UR2,validé-x4,AR0307;AR0329,2,4,207x158,BAM V1,,,,ar0307-ar0329-six-bam-apo8-x4-30fps-v2-20260831,"Coffre ; x4 SeedVR2 7B/LAB, neutralisation RGB sous alpha nul, puis V2 TimedTimeline 30 FPS apo-8 (run ar0307-ar0329-six-bam-apo8-x4-30fps-v2-20260831 ; 4 frames natives -> 8 frames, 8 phases ; neutralisation réappliquée après interpolation) ; livré par pack de zone combined-20260831-ar0307-ar0329-six-bam-30fps-v2 ; QA ingame utilisateur validée le 2026-08-31."
AM307UR3,validé-x4,AR0307;AR0329,2,4,222x176,BAM V1,,,,ar0307-ar0329-six-bam-apo8-x4-30fps-v2-20260831,"Coffre ; x4 SeedVR2 7B/LAB, neutralisation RGB sous alpha nul, puis V2 TimedTimeline 30 FPS apo-8 (run ar0307-ar0329-six-bam-apo8-x4-30fps-v2-20260831 ; 4 frames natives -> 8 frames, 8 phases ; neutralisation réappliquée après interpolation) ; livré par pack de zone combined-20260831-ar0307-ar0329-six-bam-30fps-v2 ; QA ingame utilisateur validée le 2026-08-31."
AM4000Z,non-traité,AR4000,10,22,26x67,BAM V1,,,,,
AM411MAC,validé-x4,AR0411,1,9,204x193,BAM V1,animations/batches/ar0411-planar-sphere-apo8-x4-30fps-spline-fit1-dstdvl2-coreguard16-activefade-20260911,animations/index/qa-decisions/AM411MAC/2026-09-11-accepted-ar0411-planar-sphere-apo8-x4-30fps-spline-fit1-dstdvl2-coreguard16-activefade-20260911.json,2026-09-11,,
AM414E11,validé-x4,AR0414,3,8,150x131,BAM V1,animations/batches/ar0414-static-spatial-seedvr2-7b-lab-x4-20260906,animations/index/qa-decisions/AM414E11/2026-09-06-accepted-ar0414-static-spatial-seedvr2-7b-lab-x4-20260906.json,2026-09-06,,Cycle 0 statique ; correctif moteur de priorité du cycle sélectionné requis pour le rendu x4.
AM414E12,validé-x4,AR0414,3,8,160x135,BAM V1,animations/batches/ar0414-static-spatial-seedvr2-7b-lab-x4-20260906,animations/index/qa-decisions/AM414E12/2026-09-06-accepted-ar0414-static-spatial-seedvr2-7b-lab-x4-20260906.json,2026-09-06,,Cycle 0 statique ; correctif moteur de priorité du cycle sélectionné requis pour le rendu x4.
AM414EY2,validé-x4,AR0414,3,8,242x183,BAM V1,animations/batches/ar0414-static-spatial-seedvr2-7b-lab-x4-20260906,animations/index/qa-decisions/AM414EY2/2026-09-06-accepted-ar0414-static-spatial-seedvr2-7b-lab-x4-20260906.json,2026-09-06,,Cycle 0 statique ; correctif moteur de priorité du cycle sélectionné requis pour le rendu x4.
AM4500A,validé-x4,AR4500,1,8,105x144,BAM V1,animations/batches/am4500a-selection-accepted-20260922,animations/index/qa-decisions/AM4500A/2026-09-22-accepted-am4500a-selection-accepted-20260922.json,2026-09-22,am4500a-reboutcx-apo8-innerfeather16-premultiply-20260922,"Cristal violet incline, Blended, AR4500 seule. ReboutCX x4 (SeedVR ecarte : motifs de circuit imprime) puis Apollo-8 15->30 fps (8->16 phases, sans maintien), fondu interne 16 px x4 et RGB premultiplie. QA utilisateur ingame le 2026-09-22 ; voir animation_alpha_corrections.csv."
AM4500B,validé-x4,AR4500,1,8,96x134,BAM V1,animations/batches/am4500b-selection-accepted-20260922,animations/index/qa-decisions/AM4500B/2026-09-22-accepted-am4500b-selection-accepted-20260922.json,2026-09-22,am4500b-reboutcx-apo8-innerfeather16-premultiply-20260922,"Cristal violet incline, Blended, AR4500 seule. ReboutCX x4 (SeedVR ecarte : motifs de circuit imprime) puis Apollo-8 15->30 fps (8->16 phases, sans maintien), fondu interne 16 px x4 et RGB premultiplie. QA utilisateur ingame le 2026-09-22 ; voir animation_alpha_corrections.csv."
AM4500C,validé-x4,AR4500,1,8,61x142,BAM V1,animations/batches/am4500c-selection-accepted-20260922,animations/index/qa-decisions/AM4500C/2026-09-22-accepted-am4500c-selection-accepted-20260922.json,2026-09-22,am4500c-reboutcx-apo8-innerfeather16-premultiply-20260922,"Cristal violet incline, Blended, AR4500 seule. ReboutCX x4 (SeedVR ecarte : motifs de circuit imprime) puis Apollo-8 15->30 fps (8->16 phases, sans maintien), fondu interne 16 px x4 et RGB premultiplie. QA utilisateur ingame le 2026-09-22 ; voir animation_alpha_corrections.csv."
AM4500D,validé-x4,AR4500,1,8,130x142,BAM V1,animations/batches/am4500d-selection-accepted-20260922,animations/index/qa-decisions/AM4500D/2026-09-22-accepted-am4500d-selection-accepted-20260922.json,2026-09-22,am4500d-reboutcx-apo8-innerfeather16-premultiply-20260922,"Cristal violet incline, Blended, AR4500 seule. ReboutCX x4 (SeedVR ecarte : motifs de circuit imprime) puis Apollo-8 15->30 fps (8->16 phases, sans maintien), fondu interne 16 px x4 et RGB premultiplie. QA utilisateur ingame le 2026-09-22 ; voir animation_alpha_corrections.csv."
AM4500E,validé-x4,AR4500,1,8,76x145,BAM V1,animations/batches/am4500e-selection-accepted-20260922,animations/index/qa-decisions/AM4500E/2026-09-22-accepted-am4500e-selection-accepted-20260922.json,2026-09-22,am4500e-reboutcx-apo8-innerfeather16-premultiply-20260922,"Cristal violet incline, Blended, AR4500 seule. ReboutCX x4 (SeedVR ecarte : motifs de circuit imprime) puis Apollo-8 15->30 fps (8->16 phases, sans maintien), fondu interne 16 px x4 et RGB premultiplie. QA utilisateur ingame le 2026-09-22 ; voir animation_alpha_corrections.csv."
AM5000A,validé-x4,AR5000,1,5,182x148,BAM V1,animations/batches/ar5000-am5000ab-potrace0p8fill6-apo8-x4-30fps-v2-20260923,animations/index/qa-decisions/AM5000A/2026-09-23-accepted-ar5000-am5000ab-potrace0p8fill6-apo8-x4-30fps-v2-20260923.json,2026-09-23,ar5000-am5000a-contour-net-potrace0p8-fill6-20260923,"Fontaine octogonale (statues + jets d'eau) ; alpha strict 0x1045 (non Blended). SeedVR2 7B INT8/LAB x4 (run ar5000-am5000ab-seedvr7b-lab-x4-20260922) en nearest natif a produit un contour crénelé noir en jeu (bord source sombre, alpha binaire nearest x4 = escalier 4x4). Trois itérations spline (build_spatial_spline_alpha.py safe-boundary + contour-gaussian, fit-error 0.6 à 1.5) écartées en jeu : surépaisseur, crénelage résiduel sur le rebord peu incliné, sommet de l'octogone arrondi, liseré sombre toujours visible de jour. Cause réelle : RGB, pas alpha — la source x1 a un liseré sombre de 1 px (luminance bord 34 contre 62 à l'intérieur) que SeedVR étale sur ~4 px x4 et dont il dessine l'escalier en encoches. Retenu (4e essai) : build_spatial_spline_alpha.py --potrace-alphamax 0.8 --edge-rgb-fill-depth-x4 6 --edge-rgb-fill-sigma-x4 2.5 (Potrace sur le masque x1 : arêtes droites, angles vifs, pixels modifiés limités à 6 px x4 du bord ; liseré + pixels gagnés remplacés par une moyenne gaussienne normalisée de l'intérieur, cascade 6/4/2 px pour les parties fines ; run ar5000-am5000ab-potrace0p8-fill6-x4-20260923, gagnés 1652 / rognés 2067 px par frame) ; xBR x4 du masque (angles vifs mais pentes faibles ondulées) et repoussage par plus proche voisin (stries sur les statues) écartés au prototype. Composé via --alpha-override-manifest puis V2 TimedTimeline 30 FPS apo-8 --base-runtime-only (le RGB diffère du run spatial ; run ar5000-am5000ab-potrace0p8fill6-apo8-x4-30fps-v2-20260923 ; 5 frames -> 10 phases). Installé sur AR5000 le 2026-09-23 (packs-par-zone/ar5000-complete-fire-am5000ab-potrace0p8fill6-fish3l-20260923, reçu backups/animations/area-tests/AR5000-20260922T222548814517Z-cb89afeb). Validé ingame de jour par l'utilisateur le 2026-09-23 (« parfait ») ; recette cataloguée CONTOUR-NET."
AM5000B,validé-x4,AR5000,1,5,181x147,BAM V1,animations/batches/ar5000-am5000ab-potrace0p8fill6-apo8-x4-30fps-v2-20260923,animations/index/qa-decisions/AM5000B/2026-09-23-accepted-ar5000-am5000ab-potrace0p8fill6-apo8-x4-30fps-v2-20260923.json,2026-09-23,ar5000-am5000b-contour-net-potrace0p8-fill6-20260923,"Fontaine octogonale jumelle d'AM5000A, même bassin ; alpha strict 0x1045 (non Blended). Même historique et même correctif qu'AM5000A (liseré sombre x1 étalé par SeedVR, spline écartée) : build_spatial_spline_alpha.py --potrace-alphamax 0.8 --edge-rgb-fill-depth-x4 6 --edge-rgb-fill-sigma-x4 2.5 (run ar5000-am5000ab-potrace0p8-fill6-x4-20260923 ; 11 px lointains écartés par la bande de 6 px) puis V2 TimedTimeline 30 FPS apo-8 --base-runtime-only (run ar5000-am5000ab-potrace0p8fill6-apo8-x4-30fps-v2-20260923 ; 5 frames -> 10 phases). Installé sur AR5000 le 2026-09-23 (packs-par-zone/ar5000-complete-fire-am5000ab-potrace0p8fill6-fish3l-20260923). Validé ingame de jour par l'utilisateur le 2026-09-23 ; recette cataloguée CONTOUR-NET."
AM5201A,validé-x4,AR5201,2,8,109x166,BAM V1,animations/batches/am5201a-reboutcx-apo8-selection-accepted-20260922,animations/index/qa-decisions/AM5201A/2026-09-22-accepted-am5201a-reboutcx-apo8-selection-accepted-20260922.json,2026-09-22,am5201a-reboutcx-apo8-innerfeather16-premultiply-20260922,"Ailes cristallines a alpha fragmentee, Blended, AR5201 seule. ReboutCX x4 (coherence temporelle superieure a SeedVR) puis Apollo-8 15->30 fps direct, alpha nearest conservee (pas de spline), fondu interne 16 px x4 et RGB premultiplie. QA utilisateur ingame le 2026-09-22 ; voir animation_alpha_corrections.csv."
AM5201B,validé-x4,AR5201,6,14,106x122,BAM V1,animations/batches/am5201b-reboutcx-apo8-selection-accepted-20260922,animations/index/qa-decisions/AM5201B/2026-09-22-accepted-am5201b-reboutcx-apo8-selection-accepted-20260922.json,2026-09-22,am5201b-reboutcx-apo8-innerfeather16-premultiply-20260922,"Brume grise diffuse, Blended, AR5201 seule. ReboutCX x4 (SeedVR ecarte : motifs capillaires) puis Apollo-8 15->30 fps (2 cycles, sans maintien), fondu interne 16 px x4 et RGB premultiplie. QA utilisateur ingame le 2026-09-22 ; voir animation_alpha_corrections.csv."
AM5202B,non-traité,AR5202,1,15,52x109,BAM V1,,,,,
AM5204A,non-traité,AR5204,1,15,40x67,BAM V1,,,,,
AM5204C,non-traité,AR5204;OH4210,2,12,53x37,BAM V1,,,,,
AM5204D,non-traité,AR5201;AR5204,14,20,52x118,BAM V1,,,,,
AM5500A,non-traité,AR5500,7,16,55x155,BAM V1,,,,,
AM5500D,non-traité,AR5500,1,10,52x78,BAM V1,,,,,
AM5502D,validé-x4,AR5502,1,12,23x17,BAM V1,animations/batches/am5502d-reboutcx-apo8-selection-accepted-20260922,animations/index/qa-decisions/AM5502D/2026-09-22-accepted-am5502d-reboutcx-apo8-selection-accepted-20260922.json,2026-09-22,am5502d-reboutcx-apo8-innerfeather12-premultiply-20260922,"Brume grise diffuse, Blended, AR5502 seule. ReboutCX x4 (SeedVR ecarte : hallucine un visage) puis Apollo-8 15->30 fps direct, fondu interne 12 px x4 (seul rayon sous le seuil de perte de lumiere) et RGB premultiplie. QA utilisateur ingame le 2026-09-22 ; voir animation_alpha_corrections.csv."
AM5502F,validé-x4,AR5502,1,12,63x59,BAM V1,animations/batches/am5502f-reboutcx-apo8-selection-accepted-20260922,animations/index/qa-decisions/AM5502F/2026-09-22-accepted-am5502f-reboutcx-apo8-selection-accepted-20260922.json,2026-09-22,am5502f-reboutcx-apo8-innerfeather12-premultiply-20260922,"Brume/eclaboussure grise diffuse, Blended, AR5502 seule. ReboutCX x4 (SeedVR ecarte : hallucine des circuits) puis Apollo-8 15->30 fps direct, fondu interne 12 px x4 et RGB premultiplie. QA utilisateur ingame le 2026-09-22 ; voir animation_alpha_corrections.csv."
AM5503A,validé-x4,AR5503,1,8,105x76,BAM V1,animations/batches/am5503a-reboutcx-apo8-selection-accepted-20260922,animations/index/qa-decisions/AM5503A/2026-09-22-accepted-am5503a-reboutcx-apo8-selection-accepted-20260922.json,2026-09-22,am5503a-reboutcx-apo8-innerfeather16-premultiply-20260922,"Coupelle incandescente orange, Blended, AR5503 seule. ReboutCX x4 (famille AM4500A-E) puis Apollo-8 15->30 fps direct, fondu interne 16 px x4 et RGB premultiplie. QA utilisateur ingame le 2026-09-22 ; voir animation_alpha_corrections.csv."
AM5503C,validé-x4,AR5503,2,8,51x65,BAM V1,animations/batches/am5503c-reboutcx-apo8-selection-accepted-20260922,animations/index/qa-decisions/AM5503C/2026-09-22-accepted-am5503c-reboutcx-apo8-selection-accepted-20260922.json,2026-09-22,am5503c-reboutcx-apo8-innerfeather16-premultiply-20260922,"Coupelle incandescente orange, Blended, AR5503 seule. ReboutCX x4 puis Apollo-8 15->30 fps direct, fondu interne 16 px x4 et RGB premultiplie. QA utilisateur ingame le 2026-09-22 ; voir animation_alpha_corrections.csv."
AM5503D,validé-x4,AR5503,1,8,50x66,BAM V1,animations/batches/am5503d-reboutcx-apo8-selection-accepted-20260922,animations/index/qa-decisions/AM5503D/2026-09-22-accepted-am5503d-reboutcx-apo8-selection-accepted-20260922.json,2026-09-22,am5503d-reboutcx-apo8-innerfeather16-premultiply-20260922,"Coupelle incandescente orange, Blended, AR5503 seule. ReboutCX x4 puis Apollo-8 15->30 fps direct, fondu interne 16 px x4 et RGB premultiplie. QA utilisateur ingame le 2026-09-22 ; voir animation_alpha_corrections.csv."
AM5508C,non-traité,AR5501;AR5502;AR5506;AR5507;AR5508,19,12,20x26,BAM V1,,,,,
AM5508D,non-traité,AR5501;AR5502;AR5506;AR5507;AR5508,5,10,95x68,BAM V1,,,,,
AM6004A,non-traité,AR6001;AR6005,30,40,35x110,BAM V1,,,,,
AM6004B,non-traité,AR6003;AR6004,19,32,57x165,BAM V1,,,,,
AM6005A,non-traité,AR6005,1,12,116x132,BAM V1,,,,,
AM6200A,validé-x4,AR6200,1,20,149x179,BAM V1,animations/batches/am6200a-selection-accepted-20260922,animations/index/qa-decisions/AM6200A/2026-09-22-accepted-am6200a-selection-accepted-20260922.json,2026-09-22,am6200a-reboutcx-apo8-innerfeather16-premultiply-20260922,"Colonne d'energie verte, Blended, non couverte par les murs, AR6200 seule. ReboutCX x4, Apollo-8 avec maintiens x2 condenses (2 cycles de 40 phases, cycle 1 jamais joue), fondu interne 16 px x4 et RGB premultiplie. QA utilisateur ingame le 2026-09-22 ; voir animation_alpha_corrections.csv."
AM6200B,validé-x4,AR6200,1,20,149x179,BAM V1,animations/batches/am6200b-selection-accepted-20260922,animations/index/qa-decisions/AM6200B/2026-09-22-accepted-am6200b-selection-accepted-20260922.json,2026-09-22,am6200b-reboutcx-apo8-innerfeather16-premultiply-20260922,"Colonne d'energie verte, Blended, non couverte par les murs, AR6200 seule. ReboutCX x4, Apollo-8 avec maintiens x2 condenses (2 cycles de 40 phases, cycle 1 jamais joue), fondu interne 16 px x4 et RGB premultiplie. QA utilisateur ingame le 2026-09-22 ; voir animation_alpha_corrections.csv."
