resref,status,areas,occurrences,frames,max_frame_size_x1,format,correction_id,notes
FIRE_4,validé-x4,AR0201;AR0202;AR0300;AR0307;AR0309;AR0329;AR0331;AR0334;AR0400;AR0405;AR0406;AR0504;AR0509;AR0511;AR0522;AR0526;AR0529;AR0700;AR0704;AR0706;AR0709;AR0800;AR0801;AR0802;AR0803;AR0808;AR0809;AR0904;AR0906;AR0907;AR1002;AR1005;AR1010;AR1103;AR1104;AR1105;AR1107;AR1201;AR1202;AR1204;AR1301;AR1302;AR1306;AR1401;AR1511;AR1512;AR1513;AR1514;AR1516;AR1603;AR1604;AR1606;AR1608;AR1613;AR2001;AR2002;AR2007;AR2008;AR2009;AR2208;AR5000;AR5006;AR5007;AR5012;AR5016;AR5202;AR5503;OH4210;OH5300;OH6100;OH6200;OH6450;OH6460;OH8100;OH8200;OH8300;OH8400;OH9000,1006,14,14x31,BAM V1,ar0700-fire4-x4-rgb-neutral-20260827,"Petite flamme partagee sur 78 zones, 1006 occurrences (run ar0700-fire4-seedvr7b-lab-x4). Geometrie per-frame. x4 SeedVR2 7B/LAB; cadence native 15 fps conservee (Native, pas de TimedTimeline). Ressource Blended (flag ARE bit 1): la couleur sous alpha nul etait ajoutee a la scene et produisait un fond/halo; corrigee par build_blended_rgb_neutral_pack.py --mode zero (RGB=0 sous alpha==0; alpha et RGB intra-masque inchanges octet pour octet). Trois correctifs alpha prealables sans effet, cf. ANIMATION_BLENDED_RGB_NEUTRALISATION.md. Livre par pack de zone; QA en jeu validee par l'utilisateur le 2026-08-27 sur AR0700."
FIRE_4GS,non-traité,OH4210,17,14,16x32,BAM V1,,
FISH1L,non-traité,AR3000;AR5000,4,24,64x64,BAM V1,,
FISH1S,non-traité,AR3000,1,18,32x32,BAM V1,,
FISH2L,non-traité,AR3000;AR5000,3,18,64x64,BAM V1,,
FISH2S,non-traité,AR3000;AR5000,2,18,32x32,BAM V1,,
FISH3L,non-traité,AR5000,2,18,64x64,BAM V1,,
FISH3S,non-traité,AR3000;AR5000,2,18,32x32,BAM V1,,
FLAME2L,non-traité,AR0500;AR0512;OH4220;OH7000,55,9,13x29,BAM V1,,
FLAME2M,non-traité,AR0510;AR0800;AR0900;AR0907,57,9,8x16,BAM V1,,
FLAME2S,validé-x4,AR0302;AR0303;AR0307;AR0312;AR0315;AR0322;AR0323;AR0326;AR0329;AR0334;AR0335;AR0406;AR0409;AR0502;AR0504;AR0505;AR0506;AR0509;AR0510;AR0511;AR0513;AR0514;AR0515;AR0522;AR0527;AR0528;AR0529;AR0602;AR0704;AR0705;AR0706;AR0709;AR0710;AR0712;AR0801;AR0802;AR0808;AR0903;AR0905;AR0906;AR0907;AR1001;AR1003;AR1004;AR1006;AR1007;AR1009;AR1103;AR1104;AR1105;AR1202;AR1302;AR1303;AR1305;AR1306;AR1307;AR1511;AR1601;AR1603;AR1606;AR1609;AR1613;AR2001;AR2002;AR2007;AR2011;AR2012;AR2208;AR3026;AR5008;AR5009;AR5010;AR5011;AR5012;AR6012;OH5000;OH9000,867,27,12x12,BAM V1,flame2s-radialA-premultiply-20260827,"Petite flamme partagee sur 77 zones, 867 occurrences ; le cycle 0 ne joue que les frames 18-26 et toutes les occurrences sont sequence 0. Statut precedent : ecarte, au motif d'un carre lumineux juge natif au moteur apres trois correctifs alpha sans effet. Reouvert et resolu le 2026-08-27 : la ressource est Blended (flag ARE bit 1), donc les trois correctifs alpha, qui preservaient le RGB, etaient structurellement sans effet. Le carre est opaque et intra-masque (couverture alpha 91,7 % en x4), donc --mode zero ne suffit pas : correctif retenu = fondu radial elliptique (build_alpha_feather.py, ox 18 / oy 28 x4, inner-fraction 0,45) puis build_blended_rgb_neutral_pack.py --mode premultiply, qui applique la rampe au RGB reellement additionne a la scene ; le carre devient un halo rond. x4 SeedVR2 7B/LAB (run ar0602-flame2s-seedvr7b-lab-x4), cadence native conservee. Installe et QA validee sur AR0602 uniquement le 2026-08-27 ; les 76 autres zones restent en BAM vanilla. Procedure : pipeline/ANIMATION_BLENDED_RGB_NEUTRALISATION.md."
FLIESL,non-traité,AR0201;AR0206;AR0400;AR0406;AR0500;AR0502;AR1100;AR1200;AR1302;AR1600;AR1700;AR1800;AR1900;AR2000;AR5000;AR5203;AR6300;AR6400;OH6100;OH6200,148,18,64x64,BAM V1,,
FLIESS,non-traité,AR0201;AR0206;AR0400;AR0406;AR0500;AR0502;AR1302;AR2000;AR5000;AR6300;AR6400;OH6400,68,18,12x13,BAM V1,,
FLM2PUR,non-traité,AR1008;OH4210,13,16,18x23,BAM V1,,
FLMM,non-traité,OH7200;OH7300,57,6,8x15,BAM V1,,
FLMS,non-traité,AR0510,36,6,2x5,BAM V1,,
FOUNT1,non-traité,AR1000,2,5,60x71,BAM V1,,
FPIT1L,non-traité,AR5203;OH5300,4,6,78x67,BAM V1,,
FPIT1M,non-traité,AR6111;OH4000;OH4200;OH6100,4,6,48x42,BAM V1,,
FPIT1S,validé-x4,AR0334;AR0406;AR0509;AR0522;AR0601;AR0706;AR1603;AR2001;AR2014;AR2016;AR2017;AR2018;AR5202;OH7300;OH8100,21,6,23x20,BAM V1,ar0601-all-bam-apo8-x4-30fps-v2,partagée AR0334/AR0406/AR0509/AR0522/AR0601/AR0706/AR1603/AR2001/AR2014/16/17/18/AR5202/OH7300/OH8100 (upscale bénéficie aux 15 zones); x4 SeedVR2 7B/LAB (run ar0601-all-bam-seedvr7b-lab-x4); V2 TimedTimeline 30 FPS apo-8 (run ar0601-all-bam-apo8-x4-30fps-v2); 6 frames natives -> 12 frames (12 phases); livré par pack de zone; QA en jeu validée par l'utilisateur le 2026-08-23.
MMELSPIN,non-traité,AR6200,1,20,63x96,BAM V1,,
OHDLPORT,non-traité,OH5400;OH5500,7,26,148x102,BAM V1,,
OHHNECR,non-traité,OH7300,14,11,121x73,BAM V1,,
OHHPORT,non-traité,AR0811,1,6,128x128,BAM V1,,
OHRSGATE,non-traité,OH4220;OH4230,2,30,110x125,BAM V1,,
PORTL1A,validé-x4,AR0602,1,6,64x94,BAM V1,ar0602-portals-spline-fit1-feather8,"Portail elliptique; x4 SeedVR2 7B/LAB (run ar0602-all-bam-seedvr7b-lab-x4); V2 TimedTimeline 30 FPS apo-8, 6 frames natives -> 12 phases (timeline 0,6,1,7,2,8,3,9,4,10,5,11; 0,4 s). Contour alpha 1 bit (0/255) agrandi au plus proche voisin en escaliers de 4 px, corrigé le 2026-08-28: masque = spline périodique fit-error 1.0 (sample-spacing 1.5, supersample 4, seuil 127) sur l'alpha x4 256x376 avec padding transparent 32 px puis recrop, PUIS fondu intérieur de silhouette 8 px x4 (smoothstep depuis le bord de la silhouette spline); alpha_final = alpha_source * masque_spline/255 * feather, même masque répété sur les 12 phases (~6900 px d'alpha intermédiaire/frame; spline seule ~590, bord resté net, rejeté en jeu). RGB inchangé octet pour octet; registre v3 inchangé; 10 ressources soeurs d'AR0602 (9x AM0602* + FLAME2S) SHA-256 identiques. Prototype animations/runs/PORTL1A-spline-fit1-feather8-x4 (script animations/runs/portals-spline-fit1-feather8-workshop/portals-spline-fit1-feather8.py); livré par pack de zone combined-20260828-ar0602-portals-30fps-spline-feather8; installation PerArea réversible (backup per-area-backup-20260828-184246); QA en jeu validée par l'utilisateur le 2026-08-28."
PORTL1B,validé-x4,AR0602,1,6,79x88,BAM V1,ar0602-portals-spline-fit1-feather8,"Portail elliptique; x4 SeedVR2 7B/LAB (run ar0602-all-bam-seedvr7b-lab-x4). Passé en V2 TimedTimeline 30 FPS apo-8 le 2026-08-28 (run ar0602-portl1b-apo8-x4-30fps-v2, plan 8809b7f5, base pack v3 combined-20260827-plus-flame2s-ar0602-radialA): 6 frames natives -> 12 phases (timeline 0,6,1,7,2,8,3,9,4,10,5,11; 0,4 s); QA vidéo utilisateur acceptée. Même correction de contour que PORTL1A: spline périodique fit-error 1.0 (sample-spacing 1.5, supersample 4, seuil 127) sur l'alpha x4 316x352 avec padding transparent 32 px puis recrop, puis fondu intérieur de silhouette 8 px x4; alpha_final = alpha_source * masque_spline/255 * feather sur les 12 phases. RGB inchangé octet pour octet; registre v3; Prototype animations/runs/PORTL1B-spline-fit1-feather8-x4 (script animations/runs/portals-spline-fit1-feather8-workshop/portals-spline-fit1-feather8.py); livré par pack de zone combined-20260828-ar0602-portals-30fps-spline-feather8; installation réversible; QA en jeu validée le 2026-08-28."
PORTL2A,validé-x4,AR0603,1,6,79x88,BAM V1,ar0602-portals-spline-fit1-feather8,"Portail elliptique; x4 SeedVR2 7B/LAB (run ar0603-all-bam-seedvr7b-lab-x4, RGB installé identique bit à bit à sa sortie 02_upscale_x4); V2 TimedTimeline 30 FPS apo-8 depuis le 2026-08-23 (run ar0603-all-bam-apo8-x4-30fps-v2; 6 -> 12 phases). Contour alpha 1 bit (0/255) en escaliers x4 (588 h / 536 v) corrigé le 2026-08-28, même recette que PORTL1A/PORTL1B d'AR0602 (correction_id ar0602-portals-spline-fit1-feather8): masque = spline périodique fit-error 1.0 (sample-spacing 1.5, supersample 4, seuil 127) sur l'alpha x4 316x352 avec padding transparent 32 px puis recrop, PUIS fondu intérieur de silhouette 8 px x4 (smoothstep); alpha_final = alpha_source * masque_spline/255 * feather, même masque répété sur les 12 phases (~7050 px d'alpha intermédiaire/frame). RGB inchangé octet pour octet; registre v2 (c399b0e0) inchangé; 9 ressources soeurs AM0603* SHA-256 identiques. Prototype animations/runs/PORTL2A-spline-fit1-feather8-x4 (script animations/runs/portals-spline-fit1-feather8-workshop/portals-spline-fit1-feather8.py); livré par pack de zone combined-20260828-ar0603-portal-spline-feather8; installation PerArea réversible (backup per-area-backup-20260828-185613); QA en jeu validée par l'utilisateur le 2026-08-28."
SMOKE,non-traité,AR1004;AR1601;AR2012,3,90,128x95,BAM V1,,
SPDIMNDR,non-traité,AR6108,1,164,110x125,BAM V1,,
SPHINCT,validé-x4,AR0516;AR0517;AR0518;AR0519;AR0520;AR0521,9,17,160x120,BAM V1,ar0516-sphinct-sphinct2-geometric-sigma3-erode2-alpha-30fps-v2,"Partagée AR0516/AR0517/AR0518/AR0519/AR0520/AR0521; x4 SeedVR2 7B/LAB et V2 TimedTimeline 30 FPS (17 frames natives -> 51 frames). Base : masque binaire géométrique sigma 3 / érosion 2 px x4. AR0517–AR0521 : occlusion v3 par occurrence issue de masque_perso.png. AR0516 : bridge natif global validé ; omission WED locale du SPHINCT inférieur corrigée par le polygone 49 type 0x09 et validée ingame sur planar-test le 2026-08-27, sans modification du BAM. QA utilisateur le 2026-08-27 avec réserve : rendu passable, masque perfectible mais non bloquant. Non intégré au manifeste de release."
SPHINCT2,validé-x4,AR0516,1,17,160x120,BAM V1,ar0516-sphinct-sphinct2-geometric-sigma3-erode2-alpha-30fps-v2,"Planar Prison (AR0516) : x4 SeedVR2 7B/LAB et V2 TimedTimeline 30 FPS (17 frames natives -> 51 frames). Masque binaire géométrique sigma 3 / érosion 2 px x4; RGB inchangé. QA utilisateur le 2026-08-27 avec réserve : rendu passable, contour perfectible mais non bloquant. Non intégré au manifeste de release."
STEAM2,non-traité,AR0506;AR1003,2,9,129x129,BAM V1,,
WTRBODY1,non-traité,AR0502,1,20,32x32,BAM V1,,
